channel,model,shell_absolute_error,shell_persistence_absolute_error,shell_skill,source_snapshot,target_snapshot
vel1,Index-space DISCO3D LocalNO,0.0436801037298115,0.04358902795702614,-0.002089419678620752,171,172
vel2,Index-space DISCO3D LocalNO,6.025377919117642e-05,0.0008471060060384134,0.9288710282282615,171,172
vel3,Index-space DISCO3D LocalNO,0.0065163472321292755,0.004018463796015079,-0.6216015778445558,171,172
Bcc1,Anisotropic spherical DISCO3D LocalNO,4.023396926285297,51.5634639390001,0.9219719425551975,171,172
Bcc2,Anisotropic spherical DISCO3D LocalNO,0.6149202301628414,0.048728701455781315,-11.61926158079235,171,172
Bcc3,Anisotropic spherical DISCO3D LocalNO,12.527158564205195,1.1439036532797342,-9.95123573413552,171,172
rho,Anisotropic spherical DISCO3D LocalNO,68.3984492119205,6.001025486583989,-10.397793487935255,171,172
press,Anisotropic spherical DISCO3D LocalNO,12435.101908457107,1.197471253414296,-10383.467997040814,171,172
vel1,Anisotropic spherical DISCO3D LocalNO,0.04815351025395337,0.04358902795702614,-0.10471631304619344,171,172
vel2,Anisotropic spherical DISCO3D LocalNO,0.00010349795094014161,0.0008471060060384134,0.8778217245511439,171,172
vel3,Anisotropic spherical DISCO3D LocalNO,0.0061610996217460155,0.004018463796015079,-0.5331977428428463,171,172
Bcc1,Persistence,0.1456429032070824,53.17510967014391,0.9972610699985287,172,173
Bcc2,Persistence,0.05154872331625616,0.051548690448419435,-6.376075984970697e-07,172,173
Bcc3,Persistence,5.057806684286967,5.057906066058701,1.9648797434324017e-05,172,173
rho,Persistence,10.995412170689915,10.99550330793128,8.288592055483157e-06,172,173
press,Persistence,0.8000281148282743,0.8001013554074546,9.153912649362272e-05,172,173
vel1,Persistence,0.01553708605605258,0.04901941403774765,0.6830421913226428,172,173
vel2,Persistence,1.1504717872079232e-05,0.0006616542517989127,0.9826121908220191,172,173
vel3,Persistence,0.0006837552379949077,0.0006837581817200054,4.305213709088207e-06,172,173
Bcc1,FNO,4.678880151865647,53.17510967014391,0.9120099576495526,172,173
Bcc2,FNO,0.06275966178584852,0.051548690448419435,-0.2174831453506465,172,173
Bcc3,FNO,7.915452439626954,5.057906066058701,-0.5649662797701884,172,173
rho,FNO,37374588564072.01,10.99550330793128,-3399079379758.993,172,173
press,FNO,187.78277487078853,0.8001013554074546,-233.69873360626846,172,173
vel1,FNO,0.03338687155802878,0.04901941403774765,0.31890512741912724,172,173
vel2,FNO,0.0001311790368592327,0.0006616542517989127,0.8017408087341966,172,173
vel3,FNO,0.0010816946524734932,0.0006837581817200054,-0.5819842180937007,172,173
Bcc1,3D CNN/U-Net,3.8983221745089573,53.17510967014391,0.9266889678518568,172,173
Bcc2,3D CNN/U-Net,0.28758064548057216,0.051548690448419435,-4.578815736712665,172,173
Bcc3,3D CNN/U-Net,2.2705716188627467,5.057906066058701,0.5510846604883557,172,173
rho,3D CNN/U-Net,256.38221023338286,10.99550330793128,-22.317005420611277,172,173
press,3D CNN/U-Net,19218491.19083728,0.8001013554074546,-24020069.783469915,172,173
vel1,3D CNN/U-Net,0.08487935769145018,0.04901941403774765,-0.7315457427966885,172,173
vel2,3D CNN/U-Net,0.00010783503845298331,0.0006616542517989127,0.8370220728427268,172,173
vel3,3D CNN/U-Net,0.0019686384055202437,0.0006837581817200054,-1.879144203537134,172,173
Bcc1,Differential LocalNO,4.0352196497943895,53.17510967014391,0.9241145025402734,172,173
Bcc2,Differential LocalNO,0.12170764334618951,0.051548690448419435,-1.3610229918056294,172,173
Bcc3,Differential LocalNO,0.6580762994463456,5.057906066058701,0.8698915537672012,172,173
rho,Differential LocalNO,38248.20311105996,10.99550330793128,-3477.5313632228867,172,173
